Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE6272	"House keeping gene analysis - carcinoids and normal mucosa"	"Expression profiling by array"	"Homo sapiens"	36				17456737		"Mark Kidd"	"Dec 31, 2006"
GSE6613	"Parkinson's disease vs. controls, whole blood"	"Expression profiling by array"	"Homo sapiens"	105	GDS2519	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6613/suppl"	17215369		"Aron C Eklund"	"Dec 30, 2006"
GSE3920	"EC_interferon"	"Expression profiling by array"	"Homo sapiens"	23	GDS2516			17202376;19553003		"Ulrich Pfeffer"	"Dec 28, 2006"
GSE6205	"Human myeloma cell lines gene expression profiling"	"Expression profiling by array"	"Homo sapiens"	23		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6205/suppl"	17171682;19306352		"Luca Agnelli"	"Dec 28, 2006"
GSE4234	"Acute and Chronic Environmental Tobacco Smoke Condensate Exposure to Primary Human Bronchial Epithelial Cells"	"Expression profiling by array"	"Homo sapiens"	24						"Susan Esther Boggs"	"Dec 25, 2006"
GSE6011	"Expression data from quadriceps muscle of young DMD patients and age matched controls"	"Expression profiling by array"	"Homo sapiens"	37	GDS3027	"CEL;PDF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6011/suppl"	17264171		"Mario Pescatori"	"Dec 25, 2006"
GSE6338	"Gene expression analysis of Peripheral T-cell Lymphoma/Unspecified"	"Expression profiling by array"	"Homo sapiens"	60		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6338/suppl"	17304354		"pier paolo piccaluga"	"Dec 25, 2006"
GSE6585	"MSX2 enhances the malignant phenotype and associates with Twist 1 expression in human pancreatic cancer"	"Expression profiling by array"	"Homo sapiens"	2		"TIFF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6585/suppl"	18349132		"Wataru Fujibuchi"	"Dec 23, 2006"
GSE6601	"High Expression Levels of Keratinocyte Antimicrobial Proteins in Psoriasis Compared with Atopic Dermatitis."	"Expression profiling by array"	"Homo sapiens"	6		"GPR;TIFF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6601/suppl"	16354186		"Gys de Jongh"	"Dec 23, 2006"
GSE6587	"NB4 cell line untreated and induced to differentiate by a 48h exposure to 1µM ATRA"	"Expression profiling by SAGE"	"Homo sapiens"	2				17218384		"Commes Therese"	"Dec 22, 2006"
GSE5359	"Array CGH in retinoblastoma"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	2				17210724		"Reinhard Ullmann"	"Dec 20, 2006"
GSE6099	"Integrative Molecular Concepts Modeling of Prostate Cancer Progression"	"Expression profiling by array"	"Homo sapiens"	104	GDS3289	"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6099/suppl"	17173048		"Scott Tomlins"	"Dec 17, 2006"
GSE6495	"NOTCH signaling in T-cell acute lymphoblastic leukemia cell lines"	"Expression profiling by array"	"Homo sapiens"	6	GDS2794	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6495/suppl"	17560996		"David Brodin"	"Dec 15, 2006"
GSE6520	"Microarray analysis shows multiple signaling pathways are involved in basal cell carcinoma growth"	"Expression profiling by array"	"Homo sapiens"	31		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6520/suppl"	20228225		"Kevin McElwee"	"Dec 15, 2006"
GSE6521	"MCF7 inhibitor"	"Expression profiling by array"	"Homo sapiens"	37		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6521/suppl"			"Mariko Okada"	"Dec 15, 2006"
GSE5372	"airway epithelium, large airways, pre and post-mechanical injury"	"Expression profiling by array"	"Homo sapiens"	22	GDS2495	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5372/suppl"	17164391		"Yael Strulovici-Barel"	"Dec 12, 2006"
GSE6475	"Acne lesion vs. normal skin. Also includes non-acne patients' normal skin samples."	"Expression profiling by array"	"Homo sapiens"	18	GDS2478	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6475/suppl"	16528362		"Wei Zhao"	"Dec 12, 2006"
GSE6462	"MCF7 dose response"	"Expression profiling by array"	"Homo sapiens"	57	GDS2626	"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6462/suppl"	17142811		"Mariko Okada"	"Dec 09, 2006"
GSE3892	"Diffuse large B cell lymphomas"	"Expression profiling by array"	"Homo sapiens"	54				17062006		"Daoud Sie"	"Dec 08, 2006"
GSE5442	"A comprehensive analysis of copy number variations in the human genome"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	150				17160897		"Kendy Wong"	"Dec 06, 2006"
GSE6257	"An inflammation-induced mechanism for leukocyte transmigration of lymphatic vessel endothelium."	"Expression profiling by array"	"Homo sapiens;Mus musculus"	8	GDS2484	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6257/suppl"	17116732		"Dilair Baban"	"Dec 05, 2006"
GSE6429	"HGPC, in monolayer, 0.5 vs. 20% serum, complete"	"Expression profiling by array"	"Homo sapiens"	4						"Robert C. Olney"	"Dec 03, 2006"
GSE6431	"HeLa CD4+ transfection with epitope-tagged eTat or parental vector"	"Expression profiling by array"	"Homo sapiens"	36	GDS449			15780141		"Winnie Liang"	"Dec 03, 2006"
GSE6432	"IMR-90 cells: Tissue Culture Polystyrene or Collagen Mesh Time Course"	"Expression profiling by array"	"Homo sapiens"	32	GDS395			15159079		"Catherine Klapperich"	"Dec 03, 2006"
GSE6434	"Docetaxel treatment of sensitve and resistant patients"	"Expression profiling by array"	"Homo sapiens"	24	GDS360	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6434/suppl"	15718313		"Eric C Wooten"	"Dec 03, 2006"
GSE4217	"Spheroid Formation and Recovery of Human Foreskin Fibroblasts at Ambient Temperature"	"Expression profiling by array"	"Homo sapiens"	12		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4217/suppl"	17127033		"Richard F. Helm"	"Dec 01, 2006"
GSE4218	"Spheroid Formation and Recovery of Human T98G Glioma Cells at Ambient Temperature"	"Expression profiling by array"	"Homo sapiens"	12		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4218/suppl"	17127033		"Richard F. Helm"	"Dec 01, 2006"
GSE4219	"Spheroid Formation and Recovery of Human Foreskin Fibroblasts and T98G Glioma Cells at Ambient Temperature"	"Expression profiling by array"	"Homo sapiens"	24		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4219/suppl"	17127033		"Richard F. Helm"	"Dec 01, 2006"
GSE5993	"mRNA expression profiling of p63-depleted versus wildtype ME180 cells"	"Expression profiling by array"	"Homo sapiens"	6	GDS2534	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5993/suppl"	17188034		"Kevin Struhl"	"Dec 01, 2006"
GSE6132	"Whole genome mapping of p63 binding sites in ME180 human cervical carcinoma cells"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	84		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6132/suppl"	17188034		"Kevin Struhl"	"Dec 01, 2006"
GSE6283	"Specific transcriptional changes in human fetus with autosomal trisomies "	"Expression profiling by array"	"Homo sapiens"	21		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6283/suppl"	18253026		"Oezge Altug Teber"	"Dec 01, 2006"
GSE6400	"Cultured A549 lung cancer cells treated with actinomycin D and sapphyrin PCI-2050"	"Expression profiling by array"	"Homo sapiens"	12	GDS2499	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6400/suppl"	17233922		"Joseph Gerard Hacia"	"Dec 01, 2006"
GSE5515	"Effects of DKK1 on gene expression on melanocytes"	"Expression profiling by array"	"Homo sapiens"	1						"Vincent Hearing"	"Nov 30, 2006"
GSE6354	"Polyanion binding proteins data for five cellular polyanionic samples"	"Protein profiling by protein array"	"Bos taurus;Homo sapiens;Sus scrofa"	5		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6354/suppl"	17276992		"Nazila Salamat-Miller"	"Nov 30, 2006"
GSE6389	"ENCODE ChIP-chip for Tetra-acetylated Histone H4 on HeLaS3 Cells [unpublished]"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3						"Guoneng Zhong"	"Nov 30, 2006"
GSE6390	"ENCODE ChIP-chip for RNA Polymerase II using polyclonal antibody (N-20) on HeLaS3 Cells [unpublished]"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3						"Guoneng Zhong"	"Nov 30, 2006"
GSE6391	"ENCODE ChIP-chip for RNA Polymerase II using monoclonal antibody (8WG16) on HeLaS3 Cells [unpublished]"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3						"Guoneng Zhong"	"Nov 30, 2006"
GSE6392	"ENCODE ChIP-chip for RNA Polymerase II using polyclonal antibody on GM06990 Cells [unpublished]"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3						"Guoneng Zhong"	"Nov 30, 2006"
GSE6393	"ENCODE ChIP-chip for Tetra-acetylated Histone H4 on GM06990 Cells [unpublished]"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3						"Guoneng Zhong"	"Nov 30, 2006"
GSE6394	"ENCODE ChIP-chip for RNA Polymerase II using monoclonal antibody (8WG16) on GM06990 Cells [unpublished]"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3						"Guoneng Zhong"	"Nov 30, 2006"
GSE6347	"Genomic Analysis of effect of bufalin on HL60 Cells"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6347/suppl"			"Chen Ai Liang"	"Nov 29, 2006"
GSE6374	"Lymphoblastoid cell lines of families with Mitochondrial Myopathy and Sideroblastic Anemia"	"Expression profiling by array"	"Homo sapiens"	15		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6374/suppl"	17374500		"Yelena Bykhovskaya"	"Nov 29, 2006"
GSE6369	"Prostate Adenocarcinoma Progression"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6369/suppl"			"Kuang-Den Chen"	"Nov 27, 2006"
GSE6337	"Graded Expression of IRF4 Coordinates Isotype Switching with Plasma Cell Differentiation"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	27				16919487		"Louis M. Staudt"	"Nov 24, 2006"
GSE4901	"Effects of laughter on gene expression profiles patients with type 2 diabetes (Tenri)"	"Expression profiling by array"	"Homo sapiens"	4						"Toshiro Saito"	"Nov 23, 2006"
GSE6312	"Genome wide mapping of transcription factor downstream targets using STAGE"	"Other"	"Homo sapiens"	2				15782160;17571346		"Vishy Iyer"	"Nov 23, 2006"
GSE6321	"Analysis of CD38+ and CD38- sub-clones derived from the same CLL patient"	"Expression profiling by array"	"Homo sapiens"	12	GDS2676	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6321/suppl"	17287849		"Chris Pepper"	"Nov 23, 2006"
GSE6344	"Gene expression in Stage 1,2 Normal and Tumor kidney cancer"	"Expression profiling by array"	"Homo sapiens"	40	GDS2880;GDS2881	"CEL;PDF;TXT;ZIP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6344/suppl"	17699851;20502531		"John A Copland"	"Nov 23, 2006"
GSE6184	"Anaplastic Lymphoma Kinase signature"	"Expression profiling by array"	"Homo sapiens"	33		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6184/suppl"	17111047		"Roberto Piva"	"Nov 22, 2006"
GSE3708	"Expression profiling of normal lung parenchyma"	"Expression profiling by SAGE"	"Homo sapiens"	2				16809635		"Kim Marie Lonergan"	"Nov 21, 2006"
GSE3754	"Identification of novel lung genes in bronchial epithelium by serial analysis of gene expression"	"Expression profiling by SAGE"	"Homo sapiens"	21						"Kim Marie Lonergan"	"Nov 21, 2006"
GSE3846	"Influence of beverages on blood gene expression"	"Expression profiling by array"	"Homo sapiens"	108	GDS2767	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3846/suppl"	17010189		"Florent Baty"	"Nov 21, 2006"
GSE4498	"Expression data of small airway epithelium from phenotypically normal smokers and non-smokers"	"Expression profiling by array"	"Homo sapiens"	22	GDS2486	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4498/suppl"	17115125;19106307		"Yael Strulovici-Barel"	"Nov 21, 2006"
GSE5056	"Airway epithelium, large airways, phenotypically normal smokers vs non-smokers, MAS5 (HuGeneFL)"	"Expression profiling by array"	"Homo sapiens"	44	GDS2489			17108109		"Yael Strulovici-Barel"	"Nov 21, 2006"
GSE5057	"Airway epithelium, large airways, phenotypically normal smokers vs non-smokers, MAS5 (HG-U133A)"	"Expression profiling by array"	"Homo sapiens"	11	GDS2490			17108109		"Yael Strulovici-Barel"	"Nov 21, 2006"
GSE5058	"Airway epithelium, small airways, normal non-smokers, phenotypic normal smokers, smokers with COPD and early COPD"	"Expression profiling by array"	"Homo sapiens"	39		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5058/suppl"	17108109;19106307		"Yael Strulovici-Barel"	"Nov 21, 2006"
GSE5059	"Airway epithelium, large airways, phenotypically normal smokers vs non-smokers, MAS5 (HG-U133 2.0)"	"Expression profiling by array"	"Homo sapiens"	9	GDS2491			17108109		"Yael Strulovici-Barel"	"Nov 21, 2006"
GSE5060	"Airway epithelium, large and small airways, phenotypically normal smokers, non-smokers, early COPD and COPD"	"Expression profiling by array"	"Homo sapiens"	124		"CEL;CHP;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5060/suppl"	17108109		"Yael Strulovici-Barel"	"Nov 21, 2006"
GSE5123	"Expression profiling defines a recurrence signature in lung squamous cell carcinoma"	"Expression profiling by array"	"Homo sapiens"	51	GDS2506			17082175		"Jill Everland Larsen"	"Nov 21, 2006"
GSE6306	"Sample Matching by Inferred Agonal Stress in Gene Expression Analyses of the Brain"	"Expression profiling by array"	"Homo sapiens"	1218		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6306/suppl"	17892578		"Fan Meng"	"Nov 21, 2006"
GSE6322	"Screening for differentially expressed genes in patients with a novel immunodeficiency syndrome"	"Expression profiling by array"	"Homo sapiens"	4	GDS2723	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6322/suppl"	17195838		"Robert Geffers"	"Nov 21, 2006"
GSE6324	"Microarray analysis of gene expression from MDA-MB-231 cells"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6324/suppl"	17159986		"Bae Keun Park"	"Nov 21, 2006"
GSE6087	"Transcriptomes of Clostridium novyi-NT"	"Expression profiling by array"	"Clostridium novyi NT;Homo sapiens;Mus musculus"	30		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6087/suppl"	17115055		"Xin Huang"	"Nov 20, 2006"
GSE6082	"An injected bacterial effector targets chromatin access for NF-kB as a strategy to shape transcription of immune genes"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6082/suppl"	17159983		"Thierry Pedron"	"Nov 19, 2006"
GSE6284	"Candidate genes correlated with progression to androgen-resistant stage in the LuCaP 23.1 xenograft model. "	"Expression profiling by array"	"Homo sapiens;Mus musculus"	3						"Pascal FINETTI"	"Nov 18, 2006"
GSE6304	"Gene Expression Profiles of Epigenetic treatment in primary breast cancer."	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6304/suppl"	17183730		"Carlos Pérez-Plasencia"	"Nov 18, 2006"
GSE3623	"Transcriptional Activation of Mitochondria Respiratory Chain by UV irradiation"	"Expression profiling by array"	"Homo sapiens"	10		"PDF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3623/suppl"			"ChengWei Chang"	"Nov 17, 2006"
GSE6048	"Time course expression data of human cell lines infected with dengue virus"	"Expression profiling by array"	"Homo sapiens"	69		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6048/suppl"	18060089		"Martin Hibberd"	"Nov 16, 2006"
GSE6020	"MiRNA Expression data from Tk6 cell treated with arsenic, gamma-IR, or grown under folate-deficiency"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	21		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6020/suppl"	17108120		"Carmen J Marsit"	"Nov 15, 2006"
GSE6263	"Identification of genes whose expression is modulated by the presence or absence of PTEN"	"Expression profiling by array"	"Homo sapiens"	5	GDS2446	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6263/suppl"	17060456		"JUNGSIK KIM"	"Nov 15, 2006"
GSE6242	"Identification of the gene transcription mediated by TGF-β-Smad2/3-Smad4 signaling"	"Expression profiling by array"	"Homo sapiens"	7						"yu jian"	"Nov 14, 2006"
GSE6264	"Transcriptional Profiling of Subjects from the Iowa Adoption Studies"	"Expression profiling by array"	"Homo sapiens"	15	GDS2447			17342724		"Gi-yung Ryu"	"Nov 14, 2006"
GSE6276	"rogae-affy-human-323460"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6276/suppl"			"Winnie Liang"	"Nov 14, 2006"
GSE5827	"NOTCH1 directly regulates c-MYC and activates a feed-forward-loop transcriptional network promoting leukemic cell growth"	"Expression profiling by array"	"Homo sapiens"	28		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5827/suppl"	17114293;28174276		"Adolfo A Ferrando"	"Nov 13, 2006"
GSE3601	"Lentiviral gene delivery of vMIP-II"	"Expression profiling by array"	"Homo sapiens"	5						"Sunil Kurian"	"Nov 11, 2006"
GSE5968	"Identification of ERRalpha dependent PGC-1alpha tagret genes"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5968/suppl"	17157261		"Dmitri A Kazmin"	"Nov 10, 2006"
GSE6250	"Distinctive gene expression of prostatic stromal cells cultured from diseased versus normal tissues"	"Expression profiling by array"	"Homo sapiens"	19				17044071		"Stanford Microarray Database (SMD)"	"Nov 10, 2006"
GSE6253	"A Gene Expression Signature Predicts Survival of Patients with Stage I Non-Small Cell Lung Cancer"	"Expression profiling by array"	"Homo sapiens"	72		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6253/suppl"	17194181		"Yan Lu"	"Nov 10, 2006"
GSE6260	"Erythroid progenitors stimulated with EPO"	"Expression profiling by array"	"Homo sapiens"	12	GDS2448			16965383		"Stanford Microarray Database (SMD)"	"Nov 10, 2006"
GSE4655	"Timecourse of in vitro erythroid differentiation of human adult-derived peripheral blood CD34+ cells"	"Expression profiling by array"	"Homo sapiens"	18	GDS2431			16940433		"Sankar Addya"	"Nov 09, 2006"
GSE6233	"Expression data in ezrin-knockdown ec109 cells(PSE1) and control(PS)"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6233/suppl"			"Enmin Li"	"Nov 09, 2006"
GSE6241	"The effects of Serum Amyloid A on gene expression profile in HUVECs"	"Expression profiling by array"	"Homo sapiens"	8	GDS2471	"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6241/suppl"	18552508		"yulan zhao"	"Nov 09, 2006"
GSE3838	"Temporal expression profile of CHRF-288 cell line after phorbol ester stimulation"	"Expression profiling by array"	"Homo sapiens"	41				17309828		"Eleftherios Terry Papoutsakis"	"Nov 08, 2006"
GSE3839	"Temporal expression profile of megakaryocytic differentiation primary CD34+ cell culture"	"Expression profiling by array"	"Homo sapiens"	36				17309828		"Eleftherios Terry Papoutsakis"	"Nov 08, 2006"
GSE5336	"Array CGH Analysis in primary gastrointestinal stromal tumors"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	109				17171690		"Wouter Van Delm"	"Nov 08, 2006"
GSE4717	"5`aza-dC demethylation of three short term cultured glioblastomas"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	12	GDS2428			16909125		"Wolf C Mueller"	"Nov 03, 2006"
GSE6207	"miR-124 transfection time course"	"Expression profiling by array"	"Homo sapiens"	14	GDS2657	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6207/suppl"	16549876		"Xiaowei Wang"	"Nov 03, 2006"
GSE2837	"Survival Prediction of HNSCC using FFPE samples"	"Expression profiling by array"	"Homo sapiens"	40				16912200		"Christine H. Chung"	"Nov 02, 2006"
GSE3548	"Gene expression alteration in human fibroblast cells after folate depletion"	"Expression profiling by array"	"Homo sapiens"	8						"NIEHS Microarray Core"	"Nov 02, 2006"
GSE4151	"Gene expression profile mediated by independent E-cadherin repressors"	"Expression profiling by array"	"Canis lupus familiaris;Homo sapiens"	12				17018611		"Hector Hernandez-Vargas"	"Nov 02, 2006"
GSE4182	"Genetic background of the polygenic neural tube defect"	"Expression profiling by array"	"Homo sapiens"	9	GDS2470	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4182/suppl"	17008366		"Balazs Györffy"	"Nov 02, 2006"
GSE4297	"Ultra high resolution array painting"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	4				16971479		"Nigel Paul Carter"	"Nov 01, 2006"
GSE4804	"IL-13 and EGF receptor signaling in normal human bronchial epithelial cells"	"Expression profiling by array"	"Homo sapiens"	9		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4804/suppl"	16980555		"Agnes Paquet"	"Nov 01, 2006"
GSE5563	"Gene expression profile of VIN lesions in comparison to controls"	"Expression profiling by array"	"Homo sapiens"	19	GDS2418	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5563/suppl"	17471573;21815142		"Lindy Santegoets"	"Nov 01, 2006"
GSE6044	"Genetic programming and gene expression profiling for molecular discrimination and characterization of lung cancers"	"Expression profiling by array"	"Homo sapiens"	47		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6044/suppl"	18992152		"Michael Rosskopf"	"Nov 01, 2006"
GSE6199	"SH-SY5Y cells treated with Quercetin-3-glucoside (10 uM) for 6 hr"	"Expression profiling by array"	"Homo sapiens"	8				18032389		"George S Robertson"	"Nov 01, 2006"
GSE6200	"SH-SY5Y cells treated with Quercetin-3-glucoside then H2O2"	"Expression profiling by array"	"Homo sapiens"	8				18032389		"George S Robertson"	"Nov 01, 2006"
GSE5326	"MMASS: an optimised array-based method for assessing CpG island"	"Methylation profiling by genome tiling array"	"Homo sapiens"	16				17041235		"Ashraf Ibrahim"	"Oct 31, 2006"
GSE5998	"Identification of SRF binding sites in Three Human Cell types"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5998/suppl"	17200232		"Sara Cooper"	"Oct 31, 2006"
GSE6145	"Minimum regions of imbalance involved in testicular germ cell tumours"	"Genome variation profiling by array"	"Homo sapiens"	16				15489896		"Ian Giddings"	"Oct 31, 2006"
GSE6064	"Microarray identification of PCa markers highlights HOXB13"	"Expression profiling by array"	"Homo sapiens"	23				15583692		"Ian Giddings"	"Oct 28, 2006"
GSE6120	"CTNNB1 mutations and overexpression of Wnt/beta-catenin target genes in WT1-mutant Wilms' tumors"	"Expression profiling by array"	"Homo sapiens"	39		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6120/suppl"	15579438		"Chi-Ming Li"	"Oct 28, 2006"
GSE6131	"Role of E2F3 expression in human bladder and prostate cancer cells"	"Expression profiling by array"	"Homo sapiens"	3				16909110		"Ian Giddings"	"Oct 28, 2006"
GSE6138	"Genome-wide screening for complete genetic loss in PCa by CGH onto cDNA arrays"	"Genome variation profiling by array"	"Homo sapiens"	8				12606952		"Ian Giddings"	"Oct 28, 2006"
GSE6140	"Cross platform microarray analysis for robust identification of differentially expressed genes"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6140/suppl"	17430572		"Roberta Bosotti"	"Oct 28, 2006"
GSE4737	"HCaRG vs NEO"	"Expression profiling by array"	"Homo sapiens"	8	GDS2426	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4737/suppl"	16033922		"Johanne Tremblay"	"Oct 27, 2006"
GSE6112	"Tubercolosis and healthy infected patients PBMC_TB_vs_Pool_LTBI"	"Expression profiling by array"	"Homo sapiens"	36		"XML"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6112/suppl"	17318616		"Marc Jacobsen"	"Oct 27, 2006"
GSE6123	"Amplification and overexpression of E2F3 in human bladder cancer."	"Genome variation profiling by array"	"Homo sapiens"	10				14716298		"Ian Giddings"	"Oct 27, 2006"
GSE6003	"Comparison of miRNA profile of natural T reg cells with conventional CD4+CD25- T cells"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus"	6				17060477		"James Smith"	"Oct 26, 2006"
GSE6006	"Comparison of miRNA profile of activated T cells to naive T cells"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus"	5				17060477		"James Smith"	"Oct 26, 2006"
GSE6007	"Comparison of miRNA profile of Foxp3-transduced activated T cells with control vector-transduced activated T cells"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus"	4				17060477		"James Smith"	"Oct 26, 2006"
GSE6056	"A role for Dicer in immune regulation"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus"	15				17060477		"James Smith"	"Oct 26, 2006"
GSE5894	"benzo(a)pyrene_MCF7_HepG2"	"Expression profiling by array"	"Homo sapiens"	96				17042939		"Ian Giddings"	"Oct 24, 2006"
GSE6109	"High-resolution Global Genomic Survey of 178 Gliomas"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	356				17018597		"Howard Fine"	"Oct 24, 2006"
GSE4884	"Array CGH in mentally retarded patients"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	25				17124407		"Reinhard Ullmann"	"Oct 22, 2006"
